game,category,game+category,time(seconds),released_year,nb_of_runs,main_platform,main_genre,engine,developer,publisher,nb_of_platforms,nb_of_genres
Magician Lord,Arcade,Magician Lord - Arcade,721,1990,3,Arcade,Platformer,,ADK,SNK,2,3
Sonic 3 & Knuckles,Sonic,Sonic 3 & Knuckles - Sonic,1797,1994,41,GameCube,Action,,Sonic Team,SEGA,10,1
Sonic 3 & Knuckles,Tails,Sonic 3 & Knuckles - Tails,1833,1994,15,GameCube,Action,,Sonic Team,SEGA,10,1
Sonic 3 & Knuckles,Knuckles,Sonic 3 & Knuckles - Knuckles,1421,1994,19,GameCube,Action,,Sonic Team,SEGA,10,1
Sonic 3 & Knuckles,Co-op/1p2c,Sonic 3 & Knuckles - Co-op/1p2c,1937,1994,5,GameCube,Action,,Sonic Team,SEGA,10,1
Super Mario Bros.,Any%,Super Mario Bros. - Any%,294.948,1985,1316,Nintendo Entertainment System,Platformer,,Nintendo,Nintendo,11,2
Super Mario Bros.,Warpless,Super Mario Bros. - Warpless,1137.926,1985,294,Nintendo Entertainment System,Platformer,,Nintendo,Nintendo,11,2
Bionic Commando (NES),Any%,Bionic Commando (NES) - Any%,836,1988,20,Nintendo Entertainment System,,,,,1,
Bionic Commando (NES),100%,Bionic Commando (NES) - 100%,1243,1988,12,Nintendo Entertainment System,,,,,1,
Bionic Commando (NES),Any% (J),Bionic Commando (NES) - Any% (J),890,1988,1,Nintendo Entertainment System,,,,,1,
Bionic Commando (NES),100% (J),Bionic Commando (NES) - 100% (J),1463,1988,3,Nintendo Entertainment System,,,,,1,
The Legend of Zelda: Ocarina of Time,Any%,The Legend of Zelda: Ocarina of Time - Any%,429.85,1998,70,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,100%,The Legend of Zelda: Ocarina of Time - 100%,11012,1998,205,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,All Dungeons,The Legend of Zelda: Ocarina of Time - All Dungeons,2168,1998,139,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,GSR,The Legend of Zelda: Ocarina of Time - GSR,4374,1998,533,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,MST,The Legend of Zelda: Ocarina of Time - MST,6614,1998,291,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,Glitchless,The Legend of Zelda: Ocarina of Time - Glitchless,8327,1998,273,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,Defeat Ganon,The Legend of Zelda: Ocarina of Time - Defeat Ganon,666,1998,1077,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,No Wrong Warp,The Legend of Zelda: Ocarina of Time - No Wrong Warp,1243,1998,235,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,Any%,The Legend of Zelda: Ocarina of Time - Any%,429.85,1998,70,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,100%,The Legend of Zelda: Ocarina of Time - 100%,11012,1998,205,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,All Dungeons,The Legend of Zelda: Ocarina of Time - All Dungeons,2168,1998,139,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,GSR,The Legend of Zelda: Ocarina of Time - GSR,4374,1998,533,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,MST,The Legend of Zelda: Ocarina of Time - MST,6614,1998,291,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,Glitchless,The Legend of Zelda: Ocarina of Time - Glitchless,8327,1998,273,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,Defeat Ganon,The Legend of Zelda: Ocarina of Time - Defeat Ganon,666,1998,1077,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,No Wrong Warp,The Legend of Zelda: Ocarina of Time - No Wrong Warp,1243,1998,235,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
Tomb Raider,Any%,Tomb Raider - Any%,3409,1996,45,Sega Saturn,,,,,8,
Tomb Raider,Secrets,Tomb Raider - Secrets,4707,1996,8,Sega Saturn,,,,,8,
Tomb Raider,Max%,Tomb Raider - Max%,9477,1996,2,Sega Saturn,,,,,8,
Castlevania: Portrait of Ruin,No OoB,Castlevania: Portrait of Ruin - No OoB,2574,2006,14,Nintendo DS,,,,,2,
Castlevania: Portrait of Ruin,Richter Mode,Castlevania: Portrait of Ruin - Richter Mode,1438,2006,10,Nintendo DS,,,,,2,
Castlevania: Portrait of Ruin,Any%,Castlevania: Portrait of Ruin - Any%,736,2006,8,Nintendo DS,,,,,2,
Castlevania: Portrait of Ruin,All Bosses,Castlevania: Portrait of Ruin - All Bosses,3545,2006,1,Nintendo DS,,,,,2,
Contra,Any%,Contra - Any%,588.65,1988,252,Nintendo Entertainment System,,,Konami,Konami,2,
Contra,Low%,Contra - Low%,672,1988,23,Nintendo Entertainment System,,,Konami,Konami,2,
Contra,Any% (Japanese Version),Contra - Any% (Japanese Version),569,1988,24,Nintendo Entertainment System,,,Konami,Konami,2,
Contra,Low% (Japanese Version),Contra - Low% (Japanese Version),648,1988,5,Nintendo Entertainment System,,,Konami,Konami,2,
Contra,Any% (2 Player),Contra - Any% (2 Player),591,1988,14,Nintendo Entertainment System,,,Konami,Konami,2,
Contra,Low% (2 Player),Contra - Low% (2 Player),617,1988,3,Nintendo Entertainment System,,,Konami,Konami,2,
Contra,Pacifist,Contra - Pacifist,1040,1988,1,Nintendo Entertainment System,,,Konami,Konami,2,
Spyro: Year of the Dragon,Any%,Spyro: Year of the Dragon - Any%,1438,2000,83,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,6,
Spyro: Year of the Dragon,100 Egg,Spyro: Year of the Dragon - 100 Egg,3070,2000,115,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,6,
Spyro: Year of the Dragon,117%,Spyro: Year of the Dragon - 117%,10593,2000,93,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,6,
Metroid: Zero Mission,Any%,Metroid: Zero Mission - Any%,2212,2004,282,Game Boy Advance,,,,,2,
Metroid: Zero Mission,100%,Metroid: Zero Mission - 100%,3951,2004,109,Game Boy Advance,,,,,2,
Metroid: Zero Mission,9%,Metroid: Zero Mission - 9%,2889,2004,14,Game Boy Advance,,,,,2,
Battletoads,Any% Singleplayer,Battletoads - Any% Singleplayer,5422,2020,7,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,Any% 2 Players,Battletoads - Any% 2 Players,8432,2020,1,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,Any% 3 Players,Battletoads - Any% 3 Players,7039,2020,1,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,100% Singleplayer,Battletoads - 100% Singleplayer,5931,2020,1,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,100% 2 Players,Battletoads - 100% 2 Players,5931,2020,0,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,100% 3 Players,Battletoads - 100% 3 Players,5931,2020,0,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Donkey Kong Country 2: Diddy's Kong Quest,Any%,Donkey Kong Country 2: Diddy's Kong Quest - Any%,2294,1995,273,Super Nintendo,Platformer,,Rare,Nintendo,6,1
Donkey Kong Country 2: Diddy's Kong Quest,102%,Donkey Kong Country 2: Diddy's Kong Quest - 102%,5154,1995,89,Super Nintendo,Platformer,,Rare,Nintendo,6,1
Donkey Kong Country 2: Diddy's Kong Quest,Warpless,Donkey Kong Country 2: Diddy's Kong Quest - Warpless,2958,1995,45,Super Nintendo,Platformer,,Rare,Nintendo,6,1
Donkey Kong Country 2: Diddy's Kong Quest,True Ending,Donkey Kong Country 2: Diddy's Kong Quest - True Ending,2195,1995,23,Super Nintendo,Platformer,,Rare,Nintendo,6,1
Tiny Toon Adventures: Buster Busts Loose!,Any% (Normal),Tiny Toon Adventures: Buster Busts Loose! - Any% (Normal),1237,1992,17,Super Nintendo,,,,,1,
Tiny Toon Adventures: Buster Busts Loose!,Any% (Easy),Tiny Toon Adventures: Buster Busts Loose! - Any% (Easy),448,1992,16,Super Nintendo,,,,,1,
Tiny Toon Adventures: Buster Busts Loose!,Any% (Hard),Tiny Toon Adventures: Buster Busts Loose! - Any% (Hard),1689,1992,1,Super Nintendo,,,,,1,
Shadow of the Ninja,Any%,Shadow of the Ninja - Any%,636.19,1991,24,Nintendo Entertainment System,,,,,1,
Shadow of the Ninja,Any% (2 Player),Shadow of the Ninja - Any% (2 Player),789,1991,3,Nintendo Entertainment System,,,,,1,
Celeste,Any%,Celeste - Any%,0,2018,2498,PlayStation 4,2D Platformer,MonoGame,Matt Makes Games Inc.,Matt Makes Games Inc.,7,1
Celeste,All Red Berries,Celeste - All Red Berries,0,2018,154,PlayStation 4,2D Platformer,MonoGame,Matt Makes Games Inc.,Matt Makes Games Inc.,7,1
Celeste,True Ending,Celeste - True Ending,0,2018,82,PlayStation 4,2D Platformer,MonoGame,Matt Makes Games Inc.,Matt Makes Games Inc.,7,1
Celeste,All Hearts,Celeste - All Hearts,0,2018,59,PlayStation 4,2D Platformer,MonoGame,Matt Makes Games Inc.,Matt Makes Games Inc.,7,1
Celeste,All Chapters,Celeste - All Chapters,0,2018,24,PlayStation 4,2D Platformer,MonoGame,Matt Makes Games Inc.,Matt Makes Games Inc.,7,1
Celeste,100%,Celeste - 100%,0,2018,63,PlayStation 4,2D Platformer,MonoGame,Matt Makes Games Inc.,Matt Makes Games Inc.,7,1
New Super Mario Bros.,Any%,New Super Mario Bros. - Any%,1353.7,2006,268,Nintendo DS,,,,,4,
New Super Mario Bros.,Cannonless,New Super Mario Bros. - Cannonless,2669,2006,50,Nintendo DS,,,,,4,
New Super Mario Bros.,100%,New Super Mario Bros. - 100%,8761,2006,24,Nintendo DS,,,,,4,
New Super Mario Bros.,No Powerups,New Super Mario Bros. - No Powerups,1798,2006,28,Nintendo DS,,,,,4,
Super Demo World: The Legend Continues,14 Exit,Super Demo World: The Legend Continues - 14 Exit,1345,2003,3,Super Nintendo,,,FuSoYa,,2,
Super Demo World: The Legend Continues,No Star World,Super Demo World: The Legend Continues - No Star World,2212,2003,3,Super Nintendo,,,FuSoYa,,2,
Super Demo World: The Legend Continues,Warpless,Super Demo World: The Legend Continues - Warpless,4629,2003,2,Super Nintendo,,,FuSoYa,,2,
Super Demo World: The Legend Continues,120 Exit,Super Demo World: The Legend Continues - 120 Exit,15576,2003,2,Super Nintendo,,,FuSoYa,,2,
The Legend of Zelda,Any% No Up+A,The Legend of Zelda - Any% No Up+A,1674,1986,326,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Any%,The Legend of Zelda - Any%,1656,1986,43,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,100% No Up+A,The Legend of Zelda - 100% No Up+A,2118,1986,51,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,100%,The Legend of Zelda - 100%,2042,1986,15,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Low%,The Legend of Zelda - Low%,1891,1986,18,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Swordless,The Legend of Zelda - Swordless,1946,1986,34,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Second Quest No Up+A,The Legend of Zelda - Second Quest No Up+A,2030,1986,23,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Second Quest,The Legend of Zelda - Second Quest,1838,1986,12,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Second Quest Low%,The Legend of Zelda - Second Quest Low%,2550,1986,8,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Second Quest 100%,The Legend of Zelda - Second Quest 100%,2498,1986,9,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Second Quest Swordless,The Legend of Zelda - Second Quest Swordless,2239,1986,8,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
Cave Story,Best Ending,Cave Story - Best Ending,3367,2004,41,PC,,,,,1,
Cave Story,Normal Ending,Cave Story - Normal Ending,3003,2004,7,PC,,,,,1,
Cave Story,Bad Ending,Cave Story - Bad Ending,2394,2004,11,PC,,,,,1,
VVVVVV,No OoB,VVVVVV - No OoB,0,2010,207,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,Glitchless,VVVVVV - Glitchless,0,2010,227,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,100%,VVVVVV - 100%,0,2010,47,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,Any%,VVVVVV - Any%,0,2010,47,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,No TJ,VVVVVV - No TJ,0,2010,13,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,No Death Mode,VVVVVV - No Death Mode,0,2010,8,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,Credits Warp,VVVVVV - Credits Warp,38.367,2010,18,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
Final Fight 3,Haggar Any%,Final Fight 3 - Haggar Any%,1311,1996,18,Super Nintendo,Beat 'em up,,,,4,3
Final Fight 3,Dean Any%,Final Fight 3 - Dean Any%,1480,1996,8,Super Nintendo,Beat 'em up,,,,4,3
Final Fight 3,Guy Any%,Final Fight 3 - Guy Any%,1173,1996,15,Super Nintendo,Beat 'em up,,,,4,3
Final Fight 3,Lucia Any%,Final Fight 3 - Lucia Any%,1310,1996,12,Super Nintendo,Beat 'em up,,,,4,3
I Wanna Be The Boshy,"Any% (No WW, DBO)","I Wanna Be The Boshy - Any% (No WW, DBO)",1766,2010,75,PC,,,,,1,
I Wanna Be The Boshy,100%,I Wanna Be The Boshy - 100%,2903,2010,6,PC,,,,,1,
Super Demo World: The Legend Continues,14 Exit,Super Demo World: The Legend Continues - 14 Exit,1345,2003,3,Super Nintendo,,,FuSoYa,,2,
Super Demo World: The Legend Continues,No Star World,Super Demo World: The Legend Continues - No Star World,2212,2003,3,Super Nintendo,,,FuSoYa,,2,
Super Demo World: The Legend Continues,Warpless,Super Demo World: The Legend Continues - Warpless,4629,2003,2,Super Nintendo,,,FuSoYa,,2,
Super Demo World: The Legend Continues,120 Exit,Super Demo World: The Legend Continues - 120 Exit,15576,2003,2,Super Nintendo,,,FuSoYa,,2,
Super Mario Bros. 3,100%,Super Mario Bros. 3 - 100%,4198.183,1988,127,Nintendo Entertainment System,Platformer,,Nintendo,,9,1
Super Mario Bros. 3,Any% Warpless,Super Mario Bros. 3 - Any% Warpless,3030,1988,272,Nintendo Entertainment System,Platformer,,Nintendo,,9,1
Super Mario Bros. 3,Any% (No Wrong Warp),Super Mario Bros. 3 - Any% (No Wrong Warp),644.216,1988,355,Nintendo Entertainment System,Platformer,,Nintendo,,9,1
Super Mario Bros. 3,Any%,Super Mario Bros. 3 - Any%,182.383,1988,385,Nintendo Entertainment System,Platformer,,Nintendo,,9,1
The Legend of Zelda: Ocarina of Time,Any%,The Legend of Zelda: Ocarina of Time - Any%,429.85,1998,70,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,100%,The Legend of Zelda: Ocarina of Time - 100%,11012,1998,205,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,All Dungeons,The Legend of Zelda: Ocarina of Time - All Dungeons,2168,1998,139,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,GSR,The Legend of Zelda: Ocarina of Time - GSR,4374,1998,533,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,MST,The Legend of Zelda: Ocarina of Time - MST,6614,1998,291,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,Glitchless,The Legend of Zelda: Ocarina of Time - Glitchless,8327,1998,273,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,Defeat Ganon,The Legend of Zelda: Ocarina of Time - Defeat Ganon,666,1998,1077,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
The Legend of Zelda: Ocarina of Time,No Wrong Warp,The Legend of Zelda: Ocarina of Time - No Wrong Warp,1243,1998,235,Nintendo 64,Action Adventure,,Nintendo,Nintendo,5,1
Super Metroid,Any%,Super Metroid - Any%,2455,1994,1140,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,100%,Super Metroid - 100%,4384,1994,498,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,Low%,Super Metroid - Low%,2905,1994,79,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,RBO,Super Metroid - RBO,3517,1994,110,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,Any% Glitched,Super Metroid - Any% Glitched,698,1994,29,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,GT Code,Super Metroid - GT Code,891,1994,199,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,Map Completion,Super Metroid - Map Completion,4665,1994,32,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Rayman,Any% PS1,Rayman - Any% PS1,4619,1995,38,Sega Saturn,Platformer,,Ubisoft Montpellier,Ubisoft Entertainment,14,1
Rayman,Any%  PC,Rayman - Any%  PC,4792,1995,21,Sega Saturn,Platformer,,Ubisoft Montpellier,Ubisoft Entertainment,14,1
Super Mario 64,120 Star,Super Mario 64 - 120 Star,5901,1996,668,Nintendo 64,3D Platformer,,Nintendo,Nintendo,3,1
Super Mario 64,70 Star,Super Mario 64 - 70 Star,2819,1996,1633,Nintendo 64,3D Platformer,,Nintendo,Nintendo,3,1
Super Mario 64,16 Star,Super Mario 64 - 16 Star,8989,1996,3993,Nintendo 64,3D Platformer,,Nintendo,Nintendo,3,1
Super Mario 64,1 Star,Super Mario 64 - 1 Star,431.86,1996,404,Nintendo 64,3D Platformer,,Nintendo,Nintendo,3,1
Super Mario 64,0 Star,Super Mario 64 - 0 Star,391.52,1996,101,Nintendo 64,3D Platformer,,Nintendo,Nintendo,3,1
Bomberman 64,Any% (Normal),Bomberman 64 - Any% (Normal),1426,1997,71,Nintendo 64,,,,,2,
Bomberman 64,Any% (Hard),Bomberman 64 - Any% (Hard),1526,1997,10,Nintendo 64,,,,,2,
Bomberman 64,100%,Bomberman 64 - 100%,5049,1997,5,Nintendo 64,,,,,2,
Bomberman 64,120 Cards,Bomberman 64 - 120 Cards,3984,1997,8,Nintendo 64,,,,,2,
Dragon Ball: Advanced Adventure,Any%,Dragon Ball: Advanced Adventure - Any%,2422,2004,33,Game Boy Advance,,,,,1,
The Legend of Zelda: A Link to the Past,No Major Glitches,The Legend of Zelda: A Link to the Past - No Major Glitches,1295,1991,1186,Super Nintendo,Action Adventure,,Nintendo,Nintendo,8,1
The Legend of Zelda: A Link to the Past,Restricted Major Glitches,The Legend of Zelda: A Link to the Past - Restricted Major Glitches,1042,1991,114,Super Nintendo,Action Adventure,,Nintendo,Nintendo,8,1
The Legend of Zelda: A Link to the Past,Major Glitches,The Legend of Zelda: A Link to the Past - Major Glitches,91,1991,771,Super Nintendo,Action Adventure,,Nintendo,Nintendo,8,1
The Legend of Zelda: A Link to the Past,Misc,The Legend of Zelda: A Link to the Past - Misc,2106,1991,60,Super Nintendo,Action Adventure,,Nintendo,Nintendo,8,1
Super Mario Bros. 2,Any%,Super Mario Bros. 2 - Any%,493.521,1988,197,Nintendo Entertainment System,,,,,7,
Super Mario Bros. 2,All Levels,Super Mario Bros. 2 - All Levels,1236,1988,37,Nintendo Entertainment System,,,,,7,
Super Mario Bros. 2,Any% All-Stars,Super Mario Bros. 2 - Any% All-Stars,449,1988,52,Nintendo Entertainment System,,,,,7,
Super Mario Bros. 2,Any% No S+Q All-Stars,Super Mario Bros. 2 - Any% No S+Q All-Stars,514,1988,25,Nintendo Entertainment System,,,,,7,
Super Mario Bros. 2,All Levels All-Stars,Super Mario Bros. 2 - All Levels All-Stars,1233,1988,28,Nintendo Entertainment System,,,,,7,
Super Monkey Ball,Beginner,Super Monkey Ball - Beginner,82,2001,126,GameCube,Platformer,,Amusement Vision,SEGA,2,1
Super Monkey Ball,Beginner-Ex,Super Monkey Ball - Beginner-Ex,128,2001,57,GameCube,Platformer,,Amusement Vision,SEGA,2,1
Super Monkey Ball,Advanced,Super Monkey Ball - Advanced,72,2001,88,GameCube,Platformer,,Amusement Vision,SEGA,2,1
Super Monkey Ball,Advanced-Ex,Super Monkey Ball - Advanced-Ex,263,2001,17,GameCube,Platformer,,Amusement Vision,SEGA,2,1
Super Monkey Ball,Expert,Super Monkey Ball - Expert,42,2001,55,GameCube,Platformer,,Amusement Vision,SEGA,2,1
Super Monkey Ball,Master,Super Monkey Ball - Master,205,2001,37,GameCube,Platformer,,Amusement Vision,SEGA,2,1
Super Monkey Ball,All Difficulties,Super Monkey Ball - All Difficulties,217,2001,24,GameCube,Platformer,,Amusement Vision,SEGA,2,1
Sonic Advance 2,Sonic,Sonic Advance 2 - Sonic,1430,2002,7,Game Boy Advance,Action,,Sonic Team,SEGA,2,1
Sonic Advance 2,Tails,Sonic Advance 2 - Tails,1872,2002,3,Game Boy Advance,Action,,Sonic Team,SEGA,2,1
Sonic Advance 2,Knuckles,Sonic Advance 2 - Knuckles,1736,2002,2,Game Boy Advance,Action,,Sonic Team,SEGA,2,1
Sonic Advance 2,Cream,Sonic Advance 2 - Cream,1587,2002,11,Game Boy Advance,Action,,Sonic Team,SEGA,2,1
Sonic Advance 2,Amy,Sonic Advance 2 - Amy,1919,2002,2,Game Boy Advance,Action,,Sonic Team,SEGA,2,1
Sonic Advance 2,Best Ending,Sonic Advance 2 - Best Ending,8832,2002,1,Game Boy Advance,Action,,Sonic Team,SEGA,2,1
