game,category,game+category,TAS_time(seconds)
Battletoads & Double Dragon: The Ultimate Team,Any%,Battletoads & Double Dragon: The Ultimate Team - Any%,1070.27
Uchuu no Kishi Tekkaman Blade,Any%,Uchuu no Kishi Tekkaman Blade - Any%,496.05
Rygar,warpless,Rygar - warpless,943.32
Mystic Defender,Any%,Mystic Defender - Any%,338.32
Sonic Adventure 2: Battle,Hero Story,Sonic Adventure 2: Battle - Hero Story,1632.38
Crazy Climber,Arcade,Crazy Climber - Arcade,281.55
Gods,Any%,Gods - Any%,449.73
Star Wars - Return of the Jedi: Death Star Battle,Any%,Star Wars - Return of the Jedi: Death Star Battle - Any%,8.73
Superman,pause glitch,Superman - pause glitch,11.42
Action 52: The Cheetahmen,Any%,Action 52: The Cheetahmen - Any%,236.06
Dark Castle,Any%,Dark Castle - Any%,56.37
King's Bounty,Any%,King's Bounty - Any%,9.93
The Legend of the Mystical Ninja,Any%,The Legend of the Mystical Ninja - Any%,1492.37
Illusion of Gaia,Any%,Illusion of Gaia - Any%,7759.3
Ironsword: Wizards & Warriors II,Any%,Ironsword: Wizards & Warriors II - Any%,434.32
Super R-Type,Any%,Super R-Type - Any%,1049.43
The Simpsons: Bart's Nightmare,Any%,The Simpsons: Bart's Nightmare - Any%,849.3
Final Fantasy Mystic Quest,Any%,Final Fantasy Mystic Quest - Any%,6560.0
MDK,Any%,MDK - Any%,1867.28
Dr. Franken II,Any%,Dr. Franken II - Any%,778.23
Castlevania: Circle of the Moon,Any%,Castlevania: Circle of the Moon - Any%,1300.22
Volley Fire,Any%,Volley Fire - Any%,571.23
Shining in the Darkness,Any%,Shining in the Darkness - Any%,2607.2
Hugo 2 1/2,Any%,Hugo 2 1/2 - Any%,639.17
Desert Demolition,Road Runner,Desert Demolition - Road Runner,258.42
The Karate Kid,Any%,The Karate Kid - Any%,189.12
Arsene Lupin the 3rd: Babiron no Ougon Densetsu,Any%,Arsene Lupin the 3rd: Babiron no Ougon Densetsu - Any%,289.66
Mega Man Zero 3,Any%,Mega Man Zero 3 - Any%,3391.7
Mercs,Any%,Mercs - Any%,592.9
Jaws,Any%,Jaws - Any%,216.48
Tetris,Any%,Tetris - Any%,19.92
Gradius III,Any%,Gradius III - Any%,1531.4
"Mega Man 3, 4, 5 & 6",Any%,"Mega Man 3, 4, 5 & 6 - Any%",2346.92
Catwoman,Any%,Catwoman - Any%,1486.23
C64anabalt,Any%,C64anabalt - Any%,1285.22
Quattro Adventure: Boomerang Kid,Any%,Quattro Adventure: Boomerang Kid - Any%,293.97
Desert Demolition,Wile E. Coyote,Desert Demolition - Wile E. Coyote,301.02
The Legend of Zelda,2nd quest,The Legend of Zelda - 2nd quest,1499.83
Pulseman,no motion glitch,Pulseman - no motion glitch,2037.15
Spider-Man vs. The Kingpin,Any%,Spider-Man vs. The Kingpin - Any%,364.77
Super Mario Kart,Any%,Super Mario Kart - Any%,1287.02
Arkanoid,"warps, demo glitch","Arkanoid - warps, demo glitch",266.72
Quattro Adventure: Super Robin Hood,Any%,Quattro Adventure: Super Robin Hood - Any%,292.87
Castlevania III: Dracula's Curse,"Trevor, Sunken City path","Castlevania III: Dracula's Curse - Trevor, Sunken City path",1819.64
Grand Theft Auto: Chinatown Wars,save glitch,Grand Theft Auto: Chinatown Wars - save glitch,222.93
New Ghostbusters II,Any%,New Ghostbusters II - Any%,1065.59
Biker Mice from Mars,final round,Biker Mice from Mars - final round,312.62
Super Mario World 2: Yoshi's Island,game end glitch,Super Mario World 2: Yoshi's Island - game end glitch,77.54
Super Mario World 2: Yoshi's Island,warp glitch,Super Mario World 2: Yoshi's Island - warp glitch,369.03
Avatar: The Last Airbender,Any%,Avatar: The Last Airbender - Any%,3338.04
Wario Land: Super Mario Land 3,game end glitch,Wario Land: Super Mario Land 3 - game end glitch,91.15
Mortal Kombat 3,playaround,Mortal Kombat 3 - playaround,1374.22
Lagrange Point,Any%,Lagrange Point - Any%,3805.1
Wario Land: Super Mario Land 3,Any%,Wario Land: Super Mario Land 3 - Any%,1183.51
Sonic 3 & Knuckles,newgame+,Sonic 3 & Knuckles - newgame+,1651.29
Pac-Land,warpless,Pac-Land - warpless,1518.63
Mighty Morphin Power Rangers: The Movie,Any%,Mighty Morphin Power Rangers: The Movie - Any%,1648.75
Pac-Land,warps,Pac-Land - warps,1236.11
Saturday Night Slam Masters,Any%,Saturday Night Slam Masters - Any%,842.5
Mr. Nutz,Any%,Mr. Nutz - Any%,1753.85
Blades of Vengeance,warps,Blades of Vengeance - warps,302.71
Mr. Nutz,100%,Mr. Nutz - 100%,2511.6
Might and Magic,Any%,Might and Magic - Any%,487.72
Mario Bros.,Any%,Mario Bros. - Any%,426.98
Madagascar,Any%,Madagascar - Any%,1692.3
Krazy Ace Miniature Golf,Any%,Krazy Ace Miniature Golf - Any%,129.79
Gordo 106: The Mutated Lab Monkey,Any%,Gordo 106: The Mutated Lab Monkey - Any%,496.19
Joust,Any%,Joust - Any%,412.55
Super Star Wars,Any%,Super Star Wars - Any%,1116.01
X-Men,Any%,X-Men - Any%,424.48
Langrisser 2,all levels,Langrisser 2 - all levels,7006.59
Neo Turf Masters,maximum score,Neo Turf Masters - maximum score,557.0
Silent Assault,Any%,Silent Assault - Any%,326.91
VVVVVV,"20 trinkets, no death mode","VVVVVV - 20 trinkets, no death mode",1053.77
Pinball Quest,Any%,Pinball Quest - Any%,219.52
Spyro: Year of the Dragon,117%,Spyro: Year of the Dragon - 117%,8874.15
Galaga,Perfect first challenging stage,Galaga - Perfect first challenging stage,55.68
Shinobi,Any%,Shinobi - Any%,456.42
Spyro: Attack of the Rhynocs,Any%,Spyro: Attack of the Rhynocs - Any%,999.87
Tekken Advance,Any%,Tekken Advance - Any%,100.86
RoboCop 3,Any%,RoboCop 3 - Any%,520.92
Duke Nukem 3D,Any%,Duke Nukem 3D - Any%,1203.75
Zero Tolerance,Any%,Zero Tolerance - Any%,1192.65
Tekken 3,playaround,Tekken 3 - playaround,401.05
Hydlide,Any%,Hydlide - Any%,311.62
Kingdom Hearts Re:coded,Any%,Kingdom Hearts Re:coded - Any%,6062.94
Dragon View,game end glitch,Dragon View - game end glitch,3091.04
Sonic Jam 6,Any%,Sonic Jam 6 - Any%,473.69
David Crane's A Boy and His Blob: Trouble on Blobolonia,Any%,David Crane's A Boy and His Blob: Trouble on Blobolonia - Any%,79.14
Magical Tetris Challenge,maximum score,Magical Tetris Challenge - maximum score,117.38
Metroid Prime Pinball,Any%,Metroid Prime Pinball - Any%,239.63
Shantae,Any%,Shantae - Any%,3926.0
Mystical Ninja Starring Goemon,Any%,Mystical Ninja Starring Goemon - Any%,3809.47
Trojan,Any%,Trojan - Any%,374.33
Out of This World,Any%,Out of This World - Any%,811.1
Dungeons & Dragons: Warriors of the Eternal Sun,Any%,Dungeons & Dragons: Warriors of the Eternal Sun - Any%,1335.22
Crash Bandicoot,Any%,Crash Bandicoot - Any%,2179.85
Anubis II,Any%,Anubis II - Any%,137.48
The Jetsons: Invasion of the Planet Pirates,Any%,The Jetsons: Invasion of the Planet Pirates - Any%,1130.07
Super Mario Bros.,"warpless, walkathon","Super Mario Bros. - warpless, walkathon",1519.23
Super Mario Bros.,"warps, walkathon","Super Mario Bros. - warps, walkathon",407.2
Q*bert,Any%,Q*bert - Any%,1345.42
Oddworld: Munch's Oddysee,Any%,Oddworld: Munch's Oddysee - Any%,699.58
The Adventures of Elmo in Grouchland,Any%,The Adventures of Elmo in Grouchland - Any%,180.65
Barnyard Blaster,Any%,Barnyard Blaster - Any%,113.8
The Ren & Stimpy Show: Veediots!,Any%,The Ren & Stimpy Show: Veediots! - Any%,1052.28
Oddworld Adventures II,Any%,Oddworld Adventures II - Any%,1203.78
Super Mario Advance 2: Super Mario World,warps,Super Mario Advance 2: Super Mario World - warps,595.84
Castlevania: Symphony of the Night,Replay Mode,Castlevania: Symphony of the Night - Replay Mode,764.25
Alien Storm,Any%,Alien Storm - Any%,838.35
Bionic Commando,all items,Bionic Commando - all items,1167.16
Sonic Advance,Amy,Sonic Advance - Amy,925.8
Castlevania: Symphony of the Night,all relics & bosses,Castlevania: Symphony of the Night - all relics & bosses,2218.32
Castlevania: Symphony of the Night,"all relics, best ending","Castlevania: Symphony of the Night - all relics, best ending",3440.6
Oddworld Adventures,Any%,Oddworld Adventures - Any%,451.95
Magician Lord,Any%,Magician Lord - Any%,437.73
Titenic,Any%,Titenic - Any%,234.28
Super Mario RPG: Legend of the Seven Stars,Any%,Super Mario RPG: Legend of the Seven Stars - Any%,8823.47
Castlevania: Symphony of the Night,"pacifist, low level","Castlevania: Symphony of the Night - pacifist, low level",1268.62
Rayman 3: Hoodlum Havoc,Any%,Rayman 3: Hoodlum Havoc - Any%,4881.8
Deadly Towers,Any%,Deadly Towers - Any%,489.53
GS Mikami: Joreishi wa Nice Body,Any%,GS Mikami: Joreishi wa Nice Body - Any%,1083.62
Spelunky,Any%,Spelunky - Any%,114.03
Tenchu: Stealth Assassins,Any%,Tenchu: Stealth Assassins - Any%,994.17
Gotcha! The Sport!,Any%,Gotcha! The Sport! - Any%,205.33
High Speed,Any%,High Speed - Any%,1205.57
Monster Pro Wrestling,Any%,Monster Pro Wrestling - Any%,1237.09
B.O.B.,Any%,B.O.B. - Any%,3177.85
Jazz Jackrabbit,extra episodes,Jazz Jackrabbit - extra episodes,875.87
Jazz Jackrabbit,Any%,Jazz Jackrabbit - Any%,1601.92
Super Demo World: The Legend Continues,all 120 exits,Super Demo World: The Legend Continues - all 120 exits,7324.49
Super Valis IV,Any%,Super Valis IV - Any%,763.46
Final Fantasy IV,Any%,Final Fantasy IV - Any%,10394.37
Oddworld: Abe's Oddysee,maximum casualties,Oddworld: Abe's Oddysee - maximum casualties,2400.53
"Super Mario Bros., SMB 2, The Lost Levels & SMB 3",Any%,"Super Mario Bros., SMB 2, The Lost Levels & SMB 3 - Any%",529.78
Contra,Any%,Contra - Any%,621.37
Mega Man: The Wily Wars,Wily Tower,Mega Man: The Wily Wars - Wily Tower,576.46
EarthBound Beginnings,Any%,EarthBound Beginnings - Any%,2876.08
Lufia II: Rise of the Sinistrals,Any%,Lufia II: Rise of the Sinistrals - Any%,10992.78
Ecco the Dolphin,Any%,Ecco the Dolphin - Any%,1244.95
Ninja Gaiden Shadow,Any%,Ninja Gaiden Shadow - Any%,688.97
Hard Relay Mario,Any%,Hard Relay Mario - Any%,494.95
Air 2,Any%,Air 2 - Any%,483.37
Air,Any%,Air - Any%,552.42
Star Ocean,Any%,Star Ocean - Any%,6793.43
Armadillo,Any%,Armadillo - Any%,1096.93
Resident Evil 4,The Mercenaries: Castle,Resident Evil 4 - The Mercenaries: Castle,824.33
Super Smash T.V.,Any%,Super Smash T.V. - Any%,1728.68
Billy Hatcher And The Giant Egg,Any%,Billy Hatcher And The Giant Egg - Any%,3769.1
Bomberman,Master Game,Bomberman - Master Game,612.86
Batman Begins,Any%,Batman Begins - Any%,1114.52
Stuart Little: The Journey Home,Any%,Stuart Little: The Journey Home - Any%,721.35
Frogger: He's Back!,100%,Frogger: He's Back! - 100%,2875.88
The Great Circus Mystery Starring Mickey & Minnie,2 players,The Great Circus Mystery Starring Mickey & Minnie - 2 players,957.01
VVVVVV,game end glitch,VVVVVV - game end glitch,45.33
Crazy Taxi,Any%,Crazy Taxi - Any%,362.76
Double Dragon II: The Revenge,2 players,Double Dragon II: The Revenge - 2 players,501.61
Bushido Blade 2,Slash Mode,Bushido Blade 2 - Slash Mode,260.23
Mega Man X5,all stages,Mega Man X5 - all stages,2618.93
Doc Louis's Punch-Out!!,Any%,Doc Louis's Punch-Out!! - Any%,100.15
Spyro 2: Ripto's Rage!,Any%,Spyro 2: Ripto's Rage! - Any%,452.47
Traysia,Any%,Traysia - Any%,4396.18
Mega Man,game end glitch,Mega Man - game end glitch,32.11
"Rambo, Sylvester Stallone in",Any%,"Rambo, Sylvester Stallone in - Any%",99.64
Metroid II: Return of Samus,Any%,Metroid II: Return of Samus - Any%,2708.42
Dragon Warrior III,Any%,Dragon Warrior III - Any%,6636.18
007: The World is Not Enough,Any%,007: The World is Not Enough - Any%,1889.53
Frogger 2: Swampy's Revenge,Any%,Frogger 2: Swampy's Revenge - Any%,1129.05
Wrecking Crew '98,100%,Wrecking Crew '98 - 100%,220.87
Sonic 3 & Knuckles,"Knuckles, ring attack","Sonic 3 & Knuckles - Knuckles, ring attack",4495.9
Chrono Trigger,Any%,Chrono Trigger - Any%,8228.86
Ikachan,warp glitch,Ikachan - warp glitch,211.56
Tetris DS,Any%,Tetris DS - Any%,97.53
Final Fantasy VI,Any%,Final Fantasy VI - Any%,14752.87
Luigi's Mansion,chest glitch,Luigi's Mansion - chest glitch,611.85
Sorcerer's Kingdom,Any%,Sorcerer's Kingdom - Any%,3700.93
Chocobo Racing,"Invincible, time attack","Chocobo Racing - Invincible, time attack",768.63
Mischief Makers,Any%,Mischief Makers - Any%,3304.28
Dodge 'Em,Any%,Dodge 'Em - Any%,52.94
Castlevania: Symphony of the Night,Richter mode,Castlevania: Symphony of the Night - Richter mode,339.85
Widget,Any%,Widget - Any%,335.62
Spider-Man: Return of the Sinister Six,Any%,Spider-Man: Return of the Sinister Six - Any%,327.41
Wonder Boy,Any%,Wonder Boy - Any%,2585.02
Duke Nukem 64,Any%,Duke Nukem 64 - Any%,718.87
Sokoban DS,Any%,Sokoban DS - Any%,9547.44
Bad Dudes,Any%,Bad Dudes - Any%,805.36
R.B.I. Baseball,Any%,R.B.I. Baseball - Any%,269.23
Wrath of the Black Manta,Any%,Wrath of the Black Manta - Any%,592.51
Ghouls 'n Ghosts,Any%,Ghouls 'n Ghosts - Any%,464.22
Rygar,warps,Rygar - warps,323.14
Castlevania: Legacy of Darkness,Any%,Castlevania: Legacy of Darkness - Any%,840.97
Mortal Kombat II,playaround,Mortal Kombat II - playaround,1363.68
Rockman DX3,Any%,Rockman DX3 - Any%,1413.1
Wayne's World,Any%,Wayne's World - Any%,329.99
Family Feud,playaround,Family Feud - playaround,406.28
Super Monkey Ball 2,Expert through Master Extra,Super Monkey Ball 2 - Expert through Master Extra,863.02
The Terminator,Any%,The Terminator - Any%,378.39
Pocket Bomberman,Any%,Pocket Bomberman - Any%,388.0
Hook,Any%,Hook - Any%,867.98
The Incredible Crash Dummies,best ending,The Incredible Crash Dummies - best ending,1093.37
Resident Evil: Director's Cut,Any%,Resident Evil: Director's Cut - Any%,3462.62
Sonic the Hedgehog 2,best ending,Sonic the Hedgehog 2 - best ending,1124.28
Dragon: The Bruce Lee Story,Any%,Dragon: The Bruce Lee Story - Any%,478.93
Turok 3: Shadow of Oblivion,Any%,Turok 3: Shadow of Oblivion - Any%,2505.55
Advance Wars,Any%,Advance Wars - Any%,813.39
Warcraft II: The Dark Saga,Human Campaign,Warcraft II: The Dark Saga - Human Campaign,4673.32
John Romero's Daikatana,Any%,John Romero's Daikatana - Any%,2190.6
Operation C,Any%,Operation C - Any%,653.35
Mega Man 8,Any%,Mega Man 8 - Any%,2826.23
Castlevania: Symphony of the Night,game end glitch,Castlevania: Symphony of the Night - game end glitch,587.2
Brain Age,playaround,Brain Age - playaround,393.66
Final Fantasy V & VI,Any%,Final Fantasy V & VI - Any%,13935.97
Ninja Jajamaru: Ginga Daisakusen,Any%,Ninja Jajamaru: Ginga Daisakusen - Any%,916.06
Ultimate Mortal Kombat 3,playaround,Ultimate Mortal Kombat 3 - playaround,1828.38
International Superstar Soccer Deluxe,playaround,International Superstar Soccer Deluxe - playaround,924.38
Super Mario World 2: Yoshi's Island,Any%,Super Mario World 2: Yoshi's Island - Any%,5620.18
Dungeon Magic: Sword of the Elements,Any%,Dungeon Magic: Sword of the Elements - Any%,62.83
Earthworm Jim: Special Edition,Any%,Earthworm Jim: Special Edition - Any%,1727.4
Final Fantasy IV,warp glitch,Final Fantasy IV - warp glitch,6123.72
Heart of the Alien,Any%,Heart of the Alien - Any%,319.03
Castlevania: Symphony of the Night,Any%,Castlevania: Symphony of the Night - Any%,1120.08
Guilty Gear,Any%,Guilty Gear - Any%,431.58
River City Ransom,2 players,River City Ransom - 2 players,356.76
Star Fox 2,Any%,Star Fox 2 - Any%,1328.42
Wetrix,1 minute challenge,Wetrix - 1 minute challenge,49.72
Minesweeper,Any%,Minesweeper - Any%,29.45
Back to the Future Part III,Any%,Back to the Future Part III - Any%,229.58
Solar Jetman: Hunt for the Golden Warpship,Any%,Solar Jetman: Hunt for the Golden Warpship - Any%,976.64
Castlevania: Dawn of Sorrow,Any%,Castlevania: Dawn of Sorrow - Any%,210.71
Boogerman: A Pick and Flick Adventure,Any%,Boogerman: A Pick and Flick Adventure - Any%,1214.0
Tobal 2,Quest Mode,Tobal 2 - Quest Mode,221.17
Frogger II: ThreeeDeep!,Any%,Frogger II: ThreeeDeep! - Any%,710.38
Tintin: Prisoners of the Sun,Any%,Tintin: Prisoners of the Sun - Any%,1169.46
Pokémon: FireRed ,Any%,Pokémon: FireRed  - Any%,6257.34
The Legend of Zelda: Ocarina of Time,Any%,The Legend of Zelda: Ocarina of Time - Any%,1209.98
The Cure,Any%,The Cure - Any%,520.85
SpongeBob SquarePants: Legend of the Lost Spatula,Any%,SpongeBob SquarePants: Legend of the Lost Spatula - Any%,357.98
Tails in Sonic The Hedgehog,Any%,Tails in Sonic The Hedgehog - Any%,801.87
Super Mario World,arbitrary code execution,Super Mario World - arbitrary code execution,145.19
Kamen no Ninja: Akakage,Any%,Kamen no Ninja: Akakage - Any%,484.77
Todd's Adventures in Slime World,Any%,Todd's Adventures in Slime World - Any%,42.8
Boulder Dash EX,Any%,Boulder Dash EX - Any%,2224.94
Psycho Waluigi,Any%,Psycho Waluigi - Any%,2863.0
The Legend of Zelda,all items,The Legend of Zelda - all items,1936.98
Ninja Gaiden III: The Ancient Ship of Doom,Any%,Ninja Gaiden III: The Ancient Ship of Doom - Any%,668.73
Castlevania: Order of Ecclesia,Any%,Castlevania: Order of Ecclesia - Any%,2078.32
Sonic Adventure DX: Director's Cut,Tails,Sonic Adventure DX: Director's Cut - Tails,1374.02
Tintin in Tibet,Any%,Tintin in Tibet - Any%,910.53
Cobra Command,Any%,Cobra Command - Any%,609.33
Alien Syndrome,Any%,Alien Syndrome - Any%,778.09
X-Men: Wolverine's Rage,Any%,X-Men: Wolverine's Rage - Any%,691.18
The Magical Quest Starring Mickey Mouse,Any%,The Magical Quest Starring Mickey Mouse - Any%,897.57
Paladin's Quest,Any%,Paladin's Quest - Any%,7504.71
Cheetahmen II,Any%,Cheetahmen II - Any%,71.68
Eryi's Action,Any%,Eryi's Action - Any%,618.0
Super Mario Advance,Any%,Super Mario Advance - Any%,420.58
Double Dragon II: The Revenge,1 player,Double Dragon II: The Revenge - 1 player,557.78
Nightshade,Any%,Nightshade - Any%,484.52
SpongeBob's Atlantis SquarePantis,Any%,SpongeBob's Atlantis SquarePantis - Any%,2224.8
Total Recall,Any%,Total Recall - Any%,286.11
Jetpack,Any%,Jetpack - Any%,1942.56
Winx Club,Any%,Winx Club - Any%,1586.99
Super Mario Advance,Peach only,Super Mario Advance - Peach only,437.05
Sonic 3 & Knuckles,Tails,Sonic 3 & Knuckles - Tails,1812.52
F-Zero X,Death Race,F-Zero X - Death Race,29.55
EarthBound,save glitch,EarthBound - save glitch,244.35
EarthBound,check glitch,EarthBound - check glitch,541.77
Sonic Adventure DX: Director's Cut,Sonic,Sonic Adventure DX: Director's Cut - Sonic,1812.02
Ninja Gaiden,game end glitch,Ninja Gaiden - game end glitch,83.73
Secret of Evermore,100%,Secret of Evermore - 100%,7446.12
Spartan X 2,Any%,Spartan X 2 - Any%,372.69
Castlevania: Dawn of Sorrow,Julius mode,Castlevania: Dawn of Sorrow - Julius mode,541.49
Metal Warriors,Any%,Metal Warriors - Any%,887.25
Castlevania: Harmony of Dissonance,"Simon, Hard, Boss Rush","Castlevania: Harmony of Dissonance - Simon, Hard, Boss Rush",471.27
Polarium,Puzzle Mode,Polarium - Puzzle Mode,417.68
Super Mario Bros. Deluxe,You vs. Boo,Super Mario Bros. Deluxe - You vs. Boo,294.24
Toobin',Any%,Toobin' - Any%,447.58
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,Any%,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus - Any%,12132.63
Frogger's Adventures: The Rescue,Any%,Frogger's Adventures: The Rescue - Any%,4291.48
Action Man: Search for Base X,Any%,Action Man: Search for Base X - Any%,1388.54
Final Fantasy III,game end glitch,Final Fantasy III - game end glitch,383.9
Final Fantasy III,Any%,Final Fantasy III - Any%,2377.27
Vampire Killer,Any%,Vampire Killer - Any%,947.75
Contra III: The Alien Wars,pacifist,Contra III: The Alien Wars - pacifist,845.31
Mega Man 3,Any%,Mega Man 3 - Any%,1821.08
Tiny Toon Adventures 2: Trouble in Wackyland,Any%,Tiny Toon Adventures 2: Trouble in Wackyland - Any%,793.11
Defender of the Crown,Any%,Defender of the Crown - Any%,106.31
Warcraft II: The Dark Saga,Orc Campaign,Warcraft II: The Dark Saga - Orc Campaign,5571.75
Rayman 2,Any%,Rayman 2 - Any%,1535.66
Metal Slug Advance,100%,Metal Slug Advance - 100%,2330.38
Super Scribblenauts,playaround,Super Scribblenauts - playaround,3712.63
Vegas Stakes,Any%,Vegas Stakes - Any%,163.2
Totally Spies!,Any%,Totally Spies! - Any%,1642.01
Streemerz: Super Strength Emergency Squad Zeta,Superb Joe mode,Streemerz: Super Strength Emergency Squad Zeta - Superb Joe mode,53.45
Battle City,Any%,Battle City - Any%,780.35
Speedy Gonzales: Los Gatos Bandidos,100%,Speedy Gonzales: Los Gatos Bandidos - 100%,1634.56
Mystery Quest,Any%,Mystery Quest - Any%,866.09
Castlevania: Harmony of Dissonance,Maxim,Castlevania: Harmony of Dissonance - Maxim,22.73
Iron Tank: The Invasion of Normandy,Any%,Iron Tank: The Invasion of Normandy - Any%,707.47
Resident Evil 4,Any%,Resident Evil 4 - Any%,5729.67
Action Man: Robot Atak,Any%,Action Man: Robot Atak - Any%,1601.88
Pucca's Kisses Game,Any%,Pucca's Kisses Game - Any%,2769.37
Metal Mech: Man & Machine,Any%,Metal Mech: Man & Machine - Any%,836.02
Donkey Kong Land,100%,Donkey Kong Land - 100%,2112.91
Rayman Advance,Any%,Rayman Advance - Any%,4579.97
Moon Crystal,Any%,Moon Crystal - Any%,499.05
Super Mario All-Stars: Super Mario Bros. 3,playaround,Super Mario All-Stars: Super Mario Bros. 3 - playaround,4006.28
Rollergames,Any%,Rollergames - Any%,810.47
Umihara Kawase,Any%,Umihara Kawase - Any%,106.42
Solstice: The Quest for the Staff of Demnos,100%,Solstice: The Quest for the Staff of Demnos - 100%,663.24
Micro Machines 64 Turbo,all courses,Micro Machines 64 Turbo - all courses,1431.37
Mortal Kombat: Tournament Edition,Tag Team,Mortal Kombat: Tournament Edition - Tag Team,356.4
Riddick Bowe Boxing,playaround,Riddick Bowe Boxing - playaround,345.7
DoReMi Fantasy: Milon no DokiDoki Daibouken,Any%,DoReMi Fantasy: Milon no DokiDoki Daibouken - Any%,3588.19
Mortal Kombat 4,Any%,Mortal Kombat 4 - Any%,133.17
Mega Man Zero,Any%,Mega Man Zero - Any%,1012.42
Bishoujo Senshi Sailor Moon R,Any%,Bishoujo Senshi Sailor Moon R - Any%,379.02
Wario Land II,100%,Wario Land II - 100%,6696.1
Metroid Super ZeroMission,100%,Metroid Super ZeroMission - 100%,5238.9
Dragon Ball Z: Ultimate Battle 22,Any%,Dragon Ball Z: Ultimate Battle 22 - Any%,1042.47
MediEvil,Any%,MediEvil - Any%,2612.35
Looney Tunes,Any%,Looney Tunes - Any%,233.97
Castlevania: Rondo of Blood,Maria mode,Castlevania: Rondo of Blood - Maria mode,1461.75
Castlevania: Rondo of Blood,100%,Castlevania: Rondo of Blood - 100%,2306.12
Castlevania: Rondo of Blood,Any%,Castlevania: Rondo of Blood - Any%,1397.78
Star Fox,Any%,Star Fox - Any%,1187.37
Salary Man Champ: Tatakau Salary Man,2 players,Salary Man Champ: Tatakau Salary Man - 2 players,1012.47
Salary Man Champ: Tatakau Salary Man,1 player,Salary Man Champ: Tatakau Salary Man - 1 player,1089.8
Billy Hatcher And The Giant Egg,all levels,Billy Hatcher And The Giant Egg - all levels,9513.47
Frogger 2,Any%,Frogger 2 - Any%,596.69
Syobon Action,Any%,Syobon Action - Any%,109.63
Eversion,best ending,Eversion - best ending,232.58
Glover,Any%,Glover - Any%,856.8
Rockman DX3,save glitch,Rockman DX3 - save glitch,25.4
Finding Nemo,Any%,Finding Nemo - Any%,1067.83
Takeshi no Chousenjou,Any%,Takeshi no Chousenjou - Any%,942.5
Metal Max,Any%,Metal Max - Any%,1456.57
Yoshi's Safari,Any%,Yoshi's Safari - Any%,1902.12
Super Bomberman 3,Any%,Super Bomberman 3 - Any%,1545.97
Croc 2,Any%,Croc 2 - Any%,1104.0
NeSnake 2,Any%,NeSnake 2 - Any%,186.86
Sweet Home,Any%,Sweet Home - Any%,2405.09
Haunted House,Any%,Haunted House - Any%,558.02
Bomberman 64,100%,Bomberman 64 - 100%,3696.02
Sega Galaga,fastest high score,Sega Galaga - fastest high score,47.91
The Faery Tale Adventure,Any%,The Faery Tale Adventure - Any%,1351.59
Mega Man X6,all stages,Mega Man X6 - all stages,2371.35
Driar,Any%,Driar - Any%,314.45
Chrono Trigger,completionist,Chrono Trigger - completionist,20698.18
Hunchback,Any%,Hunchback - Any%,252.53
Goemon's Great Adventure,Any%,Goemon's Great Adventure - Any%,4541.28
Tetrisphere,Any%,Tetrisphere - Any%,420.0
Bay Route,Any%,Bay Route - Any%,631.72
Vapor Trail: Hyper Offence Formation,Any%,Vapor Trail: Hyper Offence Formation - Any%,1211.18
Street Fighter Zero 3,playaround,Street Fighter Zero 3 - playaround,1277.47
Yie Ar Kung-Fu II: The Emperor Yie-Gah,Any%,Yie Ar Kung-Fu II: The Emperor Yie-Gah - Any%,225.46
Scion,Any%,Scion - Any%,69.67
Metal Slug Advance,Any%,Metal Slug Advance - Any%,673.16
Mega Man Battle Network 2,Any%,Mega Man Battle Network 2 - Any%,5915.28
Alien Hominid,Any%,Alien Hominid - Any%,912.85
Mortal Kombat: Deception,playaround,Mortal Kombat: Deception - playaround,831.7
Super Mario World 2: Yoshi's Island,100%,Super Mario World 2: Yoshi's Island - 100%,7175.12
Spelunker,Any%,Spelunker - Any%,268.57
Marvel Land,100%,Marvel Land - 100%,1803.76
Bishi Bashi Special,"Marathon Challenge, maximum score","Bishi Bashi Special - Marathon Challenge, maximum score",2033.43
Futari wa Precure Max Heart: Maji? Maji!? Fight de IN Janai,Any%,Futari wa Precure Max Heart: Maji? Maji!? Fight de IN Janai - Any%,1909.59
Super Mario World,all 96 exits,Super Mario World - all 96 exits,4477.63
Fisher-Price: Firehouse Rescue,Any%,Fisher-Price: Firehouse Rescue - Any%,659.13
Golden Axe III,Any%,Golden Axe III - Any%,956.28
Jurassic Park 3: Island Attack,Any%,Jurassic Park 3: Island Attack - Any%,1679.24
Zero Wing,Any%,Zero Wing - Any%,2405.72
Solstice: The Quest for the Staff of Demnos,Any%,Solstice: The Quest for the Staff of Demnos - Any%,338.43
Skate or Die: Bad 'n Rad,Any%,Skate or Die: Bad 'n Rad - Any%,909.98
Ka-Ge-Ki: Fists of Steel,Any%,Ka-Ge-Ki: Fists of Steel - Any%,937.14
King & Balloon,Perfect first bonus stage,King & Balloon - Perfect first bonus stage,57.99
Dragon's Lair,Any%,Dragon's Lair - Any%,232.55
Where's Waldo?,Any%,Where's Waldo? - Any%,125.83
Ultimate Qix,Any%,Ultimate Qix - Any%,304.78
Fire Emblem: Fuuin no Tsurugi,Any%,Fire Emblem: Fuuin no Tsurugi - Any%,3762.05
